case_id,crime_head,unit_id,district_id,reg_date,reg_datetime,day_of_week,hour_of_day,time_band,month_num,year_num,year_month,is_chargesheeted,victim_age,victim_age_band,victim_gender,narrative
1167,78,4430007,29,2025-02-02,2025-02-02 21:32:00,7,21,5,2,2025,202502,true,42,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1168,45,4430007,29,2025-05-16,2025-05-16 14:48:00,5,14,3,5,2025,202505,false,53,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1169,91,4430006,29,2024-07-02,2024-07-02 15:04:00,2,15,3,7,2024,202407,true,22,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1170,12,4430006,29,2024-04-03,2024-04-03 14:40:00,3,14,3,4,2024,202404,true,22,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1171,12,4430006,29,2024-11-17,2024-11-17 23:48:00,7,23,5,11,2024,202411,false,46,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1172,12,4430011,31,2024-05-19,2024-05-19 00:46:00,7,0,0,5,2024,202405,false,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1173,78,4430006,29,2024-05-14,2024-05-14 15:43:00,2,15,3,5,2024,202405,false,64,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1174,78,4430006,29,2024-03-08,2024-03-08 11:20:00,5,11,2,3,2024,202403,false,71,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1175,91,4430006,29,2024-05-27,2024-05-27 08:37:00,1,8,2,5,2024,202405,false,30,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1176,12,4430006,29,2024-11-22,2024-11-22 11:11:00,5,11,2,11,2024,202411,true,39,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1177,45,4430007,29,2024-12-01,2024-12-01 12:07:00,7,12,3,12,2024,202412,true,63,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1178,12,4430007,29,2025-01-03,2025-01-03 14:34:00,5,14,3,1,2025,202501,false,54,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1179,91,4430007,29,2025-01-15,2025-01-15 08:36:00,3,8,2,1,2025,202501,true,23,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1180,45,4430011,31,2025-03-28,2025-03-28 07:47:00,5,7,1,3,2025,202503,true,17,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1181,78,4430011,31,2024-09-16,2024-09-16 09:00:00,1,9,2,9,2024,202409,true,61,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1182,91,4430007,29,2024-10-24,2024-10-24 19:32:00,4,19,4,10,2024,202410,false,37,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1183,12,4430006,29,2025-05-15,2025-05-15 07:03:00,4,7,1,5,2025,202505,false,14,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1184,78,4430011,31,2024-04-18,2024-04-18 16:14:00,4,16,4,4,2024,202404,true,40,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1185,78,4430011,31,2024-05-16,2024-05-16 06:53:00,4,6,1,5,2024,202405,true,44,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1186,45,4430007,29,2024-09-06,2024-09-06 22:06:00,5,22,5,9,2024,202409,true,18,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1187,78,4430006,29,2024-10-03,2024-10-03 12:03:00,4,12,3,10,2024,202410,false,55,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1188,91,4430006,29,2025-03-30,2025-03-30 19:10:00,7,19,4,3,2025,202503,true,71,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1189,45,4430006,29,2024-01-26,2024-01-26 12:10:00,5,12,3,1,2024,202401,false,17,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1190,45,4430006,29,2024-01-13,2024-01-13 19:26:00,6,19,4,1,2024,202401,false,26,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1191,91,4430011,31,2025-06-03,2025-06-03 20:11:00,2,20,5,6,2025,202506,true,46,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1192,91,4430011,31,2024-02-19,2024-02-19 23:34:00,1,23,5,2,2024,202402,true,14,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1193,91,4430006,29,2025-04-21,2025-04-21 02:14:00,1,2,0,4,2025,202504,true,20,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1194,78,4430011,31,2024-02-09,2024-02-09 03:59:00,5,3,0,2,2024,202402,false,58,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1195,91,4430011,31,2024-02-23,2024-02-23 08:50:00,5,8,2,2,2024,202402,true,72,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1196,45,4430006,29,2024-10-29,2024-10-29 20:56:00,2,20,5,10,2024,202410,true,46,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1197,45,4430006,29,2024-08-29,2024-08-29 23:47:00,4,23,5,8,2024,202408,true,72,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1198,45,4430007,29,2024-12-02,2024-12-02 19:58:00,1,19,4,12,2024,202412,true,68,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1199,12,4430006,29,2025-04-25,2025-04-25 15:27:00,5,15,3,4,2025,202504,true,60,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1200,12,4430011,31,2024-08-05,2024-08-05 12:58:00,1,12,3,8,2024,202408,true,24,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1201,45,4430007,29,2024-04-24,2024-04-24 03:09:00,3,3,0,4,2024,202404,true,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1202,12,4430011,31,2024-05-21,2024-05-21 22:04:00,2,22,5,5,2024,202405,true,61,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1203,12,4430011,31,2025-01-07,2025-01-07 06:24:00,2,6,1,1,2025,202501,true,20,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1204,12,4430011,31,2024-04-24,2024-04-24 01:05:00,3,1,0,4,2024,202404,false,66,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1205,12,4430006,29,2024-10-21,2024-10-21 15:06:00,1,15,3,10,2024,202410,false,64,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1206,78,4430007,29,2024-10-28,2024-10-28 10:16:00,1,10,2,10,2024,202410,true,15,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1207,78,4430007,29,2024-02-19,2024-02-19 22:49:00,1,22,5,2,2024,202402,true,52,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1208,12,4430007,29,2024-02-01,2024-02-01 13:33:00,4,13,3,2,2024,202402,true,63,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1209,45,4430011,31,2024-02-19,2024-02-19 17:55:00,1,17,4,2,2024,202402,true,66,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1210,12,4430011,31,2024-06-23,2024-06-23 13:12:00,7,13,3,6,2024,202406,false,32,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1211,91,4430006,29,2024-01-05,2024-01-05 11:31:00,5,11,2,1,2024,202401,false,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1212,78,4430011,31,2025-05-21,2025-05-21 18:16:00,3,18,4,5,2025,202505,false,50,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1213,45,4430007,29,2024-08-07,2024-08-07 22:10:00,3,22,5,8,2024,202408,false,21,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1214,12,4430011,31,2025-05-17,2025-05-17 22:20:00,6,22,5,5,2025,202505,true,36,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1215,12,4430007,29,2024-03-29,2024-03-29 13:13:00,5,13,3,3,2024,202403,true,33,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1216,91,4430011,31,2025-05-28,2025-05-28 05:14:00,3,5,1,5,2025,202505,true,43,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1217,78,4430011,31,2024-02-04,2024-02-04 11:09:00,7,11,2,2,2024,202402,false,69,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1218,91,4430007,29,2024-11-27,2024-11-27 05:44:00,3,5,1,11,2024,202411,true,63,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1219,91,4430011,31,2024-05-09,2024-05-09 10:56:00,4,10,2,5,2024,202405,true,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1220,45,4430011,31,2024-09-30,2024-09-30 09:09:00,1,9,2,9,2024,202409,false,29,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1221,45,4430006,29,2025-06-18,2025-06-18 11:20:00,3,11,2,6,2025,202506,true,26,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1222,12,4430006,29,2024-04-14,2024-04-14 05:24:00,7,5,1,4,2024,202404,false,23,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1223,78,4430006,29,2024-10-31,2024-10-31 13:06:00,4,13,3,10,2024,202410,false,54,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1224,91,4430006,29,2024-07-30,2024-07-30 12:00:00,2,12,3,7,2024,202407,false,39,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1225,78,4430007,29,2024-08-15,2024-08-15 16:01:00,4,16,4,8,2024,202408,true,23,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1226,45,4430007,29,2025-02-18,2025-02-18 00:44:00,2,0,0,2,2025,202502,true,50,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1227,45,4430011,31,2025-03-07,2025-03-07 07:11:00,5,7,1,3,2025,202503,true,55,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1228,12,4430007,29,2024-11-16,2024-11-16 08:15:00,6,8,2,11,2024,202411,true,64,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1229,91,4430007,29,2024-06-09,2024-06-09 08:29:00,7,8,2,6,2024,202406,true,15,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1230,45,4430011,31,2025-06-14,2025-06-14 21:20:00,6,21,5,6,2025,202506,true,63,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1231,78,4430011,31,2024-04-18,2024-04-18 01:13:00,4,1,0,4,2024,202404,false,24,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1232,12,4430011,31,2025-06-15,2025-06-15 11:29:00,7,11,2,6,2025,202506,true,48,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1233,78,4430011,31,2025-06-08,2025-06-08 00:21:00,7,0,0,6,2025,202506,false,40,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1234,45,4430007,29,2024-08-03,2024-08-03 21:32:00,6,21,5,8,2024,202408,false,62,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1235,12,4430007,29,2024-12-30,2024-12-30 20:17:00,1,20,5,12,2024,202412,true,38,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1236,91,4430011,31,2024-03-17,2024-03-17 13:44:00,7,13,3,3,2024,202403,true,57,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1237,78,4430011,31,2024-04-21,2024-04-21 07:25:00,7,7,1,4,2024,202404,false,47,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1238,45,4430006,29,2025-04-18,2025-04-18 06:59:00,5,6,1,4,2025,202504,true,63,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1239,45,4430006,29,2024-07-16,2024-07-16 15:22:00,2,15,3,7,2024,202407,false,56,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1240,45,4430007,29,2025-04-24,2025-04-24 09:22:00,4,9,2,4,2025,202504,false,64,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1241,78,4430007,29,2025-01-20,2025-01-20 21:43:00,1,21,5,1,2025,202501,true,25,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1242,45,4430011,31,2024-10-14,2024-10-14 11:19:00,1,11,2,10,2024,202410,true,34,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1243,78,4430006,29,2024-03-28,2024-03-28 21:59:00,4,21,5,3,2024,202403,false,33,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1244,78,4430006,29,2024-03-28,2024-03-28 18:33:00,4,18,4,3,2024,202403,true,67,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1245,12,4430006,29,2024-01-16,2024-01-16 21:04:00,2,21,5,1,2024,202401,true,55,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1246,45,4430006,29,2024-04-13,2024-04-13 18:11:00,6,18,4,4,2024,202404,false,63,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1247,45,4430011,31,2024-08-01,2024-08-01 12:57:00,4,12,3,8,2024,202408,true,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1248,91,4430011,31,2024-10-31,2024-10-31 06:13:00,4,6,1,10,2024,202410,true,47,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1249,12,4430007,29,2024-04-29,2024-04-29 17:26:00,1,17,4,4,2024,202404,false,28,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1250,12,4430007,29,2025-05-19,2025-05-19 17:29:00,1,17,4,5,2025,202505,true,71,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1251,45,4430011,31,2024-09-09,2024-09-09 15:38:00,1,15,3,9,2024,202409,false,69,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1252,91,4430011,31,2024-11-24,2024-11-24 14:18:00,7,14,3,11,2024,202411,true,67,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1253,12,4430006,29,2025-03-04,2025-03-04 21:40:00,2,21,5,3,2025,202503,false,37,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1254,12,4430011,31,2024-01-22,2024-01-22 19:47:00,1,19,4,1,2024,202401,false,35,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1255,91,4430006,29,2025-06-06,2025-06-06 15:02:00,5,15,3,6,2025,202506,false,27,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1256,12,4430011,31,2024-05-09,2024-05-09 10:23:00,4,10,2,5,2024,202405,true,35,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1257,91,4430007,29,2024-08-03,2024-08-03 09:27:00,6,9,2,8,2024,202408,true,30,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1258,91,4430007,29,2024-10-26,2024-10-26 11:21:00,6,11,2,10,2024,202410,false,46,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1259,91,4430006,29,2024-12-19,2024-12-19 06:21:00,4,6,1,12,2024,202412,true,26,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1260,12,4430006,29,2024-05-10,2024-05-10 18:25:00,5,18,4,5,2024,202405,false,60,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1261,12,4430006,29,2024-07-05,2024-07-05 19:25:00,5,19,4,7,2024,202407,true,33,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1262,12,4430006,29,2024-07-05,2024-07-05 20:52:00,5,20,5,7,2024,202407,false,72,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1263,12,4430006,29,2024-07-12,2024-07-12 22:39:00,5,22,5,7,2024,202407,false,23,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1264,12,4430006,29,2024-07-12,2024-07-12 19:13:00,5,19,4,7,2024,202407,false,16,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1265,12,4430006,29,2024-07-13,2024-07-13 20:06:00,6,20,5,7,2024,202407,true,56,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1266,12,4430006,29,2024-07-13,2024-07-13 22:49:00,6,22,5,7,2024,202407,false,20,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1267,12,4430006,29,2024-07-20,2024-07-20 20:50:00,6,20,5,7,2024,202407,false,33,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1268,12,4430006,29,2024-07-26,2024-07-26 20:26:00,5,20,5,7,2024,202407,true,16,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1269,12,4430006,29,2024-07-27,2024-07-27 19:31:00,6,19,4,7,2024,202407,false,50,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1270,12,4430006,29,2024-07-27,2024-07-27 22:36:00,6,22,5,7,2024,202407,false,58,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1271,12,4430006,29,2024-08-09,2024-08-09 22:38:00,5,22,5,8,2024,202408,false,51,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1272,12,4430006,29,2024-08-09,2024-08-09 20:30:00,5,20,5,8,2024,202408,true,63,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1273,12,4430006,29,2024-08-16,2024-08-16 22:13:00,5,22,5,8,2024,202408,true,71,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1274,12,4430006,29,2024-08-16,2024-08-16 22:00:00,5,22,5,8,2024,202408,false,14,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1275,12,4430006,29,2024-08-31,2024-08-31 19:17:00,6,19,4,8,2024,202408,false,60,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1276,12,4430006,29,2024-09-06,2024-09-06 20:59:00,5,20,5,9,2024,202409,true,17,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1277,12,4430006,29,2024-09-06,2024-09-06 20:46:00,5,20,5,9,2024,202409,true,62,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1278,12,4430006,29,2024-09-07,2024-09-07 22:29:00,6,22,5,9,2024,202409,false,56,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1279,12,4430006,29,2024-09-07,2024-09-07 19:45:00,6,19,4,9,2024,202409,true,16,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1280,12,4430006,29,2024-09-13,2024-09-13 19:24:00,5,19,4,9,2024,202409,true,33,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1281,12,4430006,29,2024-09-13,2024-09-13 20:55:00,5,20,5,9,2024,202409,false,67,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1282,12,4430006,29,2024-09-14,2024-09-14 21:36:00,6,21,5,9,2024,202409,false,60,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1283,12,4430006,29,2024-09-28,2024-09-28 20:40:00,6,20,5,9,2024,202409,true,65,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1284,12,4430006,29,2024-10-04,2024-10-04 21:50:00,5,21,5,10,2024,202410,false,62,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1285,12,4430006,29,2024-10-05,2024-10-05 19:39:00,6,19,4,10,2024,202410,false,55,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1286,12,4430006,29,2024-10-11,2024-10-11 19:53:00,5,19,4,10,2024,202410,false,23,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1287,12,4430006,29,2024-10-12,2024-10-12 22:56:00,6,22,5,10,2024,202410,true,29,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1288,12,4430006,29,2024-10-12,2024-10-12 22:38:00,6,22,5,10,2024,202410,false,63,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1289,12,4430006,29,2024-10-18,2024-10-18 19:20:00,5,19,4,10,2024,202410,true,30,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1290,12,4430006,29,2024-10-19,2024-10-19 19:18:00,6,19,4,10,2024,202410,true,67,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1291,12,4430006,29,2024-10-19,2024-10-19 20:17:00,6,20,5,10,2024,202410,false,68,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1292,12,4430006,29,2024-10-25,2024-10-25 22:22:00,5,22,5,10,2024,202410,true,48,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1293,12,4430006,29,2024-10-25,2024-10-25 22:51:00,5,22,5,10,2024,202410,true,38,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1294,12,4430006,29,2024-11-01,2024-11-01 19:43:00,5,19,4,11,2024,202411,false,39,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1295,12,4430006,29,2024-11-02,2024-11-02 19:50:00,6,19,4,11,2024,202411,false,38,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1296,12,4430006,29,2024-11-08,2024-11-08 21:49:00,5,21,5,11,2024,202411,true,18,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1297,12,4430006,29,2024-11-08,2024-11-08 21:56:00,5,21,5,11,2024,202411,false,67,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1298,12,4430006,29,2024-11-09,2024-11-09 20:12:00,6,20,5,11,2024,202411,true,27,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1299,12,4430006,29,2024-11-09,2024-11-09 21:23:00,6,21,5,11,2024,202411,false,50,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1300,12,4430006,29,2024-11-15,2024-11-15 20:15:00,5,20,5,11,2024,202411,false,16,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1301,12,4430006,29,2024-11-15,2024-11-15 21:55:00,5,21,5,11,2024,202411,true,20,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1302,12,4430006,29,2024-11-23,2024-11-23 19:22:00,6,19,4,11,2024,202411,false,31,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1303,12,4430006,29,2024-12-07,2024-12-07 22:37:00,6,22,5,12,2024,202412,true,50,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1304,12,4430006,29,2024-12-07,2024-12-07 22:06:00,6,22,5,12,2024,202412,false,42,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1305,12,4430006,29,2024-12-14,2024-12-14 19:21:00,6,19,4,12,2024,202412,false,26,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1306,12,4430006,29,2025-01-03,2025-01-03 21:55:00,5,21,5,1,2025,202501,false,59,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1307,12,4430006,29,2025-01-03,2025-01-03 22:59:00,5,22,5,1,2025,202501,false,21,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1308,12,4430006,29,2025-01-04,2025-01-04 21:36:00,6,21,5,1,2025,202501,false,28,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1309,12,4430006,29,2025-01-10,2025-01-10 22:11:00,5,22,5,1,2025,202501,false,42,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1310,12,4430006,29,2025-01-10,2025-01-10 20:46:00,5,20,5,1,2025,202501,true,28,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1311,12,4430006,29,2025-01-11,2025-01-11 19:57:00,6,19,4,1,2025,202501,false,49,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1312,12,4430006,29,2025-01-17,2025-01-17 22:03:00,5,22,5,1,2025,202501,true,20,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1313,12,4430006,29,2025-01-24,2025-01-24 21:37:00,5,21,5,1,2025,202501,false,51,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1314,12,4430006,29,2025-01-24,2025-01-24 19:30:00,5,19,4,1,2025,202501,true,34,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1315,12,4430006,29,2025-01-31,2025-01-31 22:24:00,5,22,5,1,2025,202501,false,24,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1316,12,4430006,29,2025-02-01,2025-02-01 19:29:00,6,19,4,2,2025,202502,false,59,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1317,12,4430006,29,2025-02-01,2025-02-01 20:59:00,6,20,5,2,2025,202502,true,67,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1318,12,4430006,29,2025-02-07,2025-02-07 20:49:00,5,20,5,2,2025,202502,false,42,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1319,12,4430006,29,2025-02-14,2025-02-14 19:28:00,5,19,4,2,2025,202502,true,35,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1320,12,4430006,29,2025-02-14,2025-02-14 22:07:00,5,22,5,2,2025,202502,true,54,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1321,12,4430006,29,2025-02-21,2025-02-21 19:11:00,5,19,4,2,2025,202502,false,59,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1322,12,4430006,29,2025-02-21,2025-02-21 22:55:00,5,22,5,2,2025,202502,true,23,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1323,12,4430006,29,2025-03-07,2025-03-07 21:21:00,5,21,5,3,2025,202503,true,65,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1324,12,4430006,29,2025-03-14,2025-03-14 22:57:00,5,22,5,3,2025,202503,true,44,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1325,12,4430006,29,2025-03-21,2025-03-21 20:35:00,5,20,5,3,2025,202503,false,44,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1326,12,4430006,29,2025-03-21,2025-03-21 21:48:00,5,21,5,3,2025,202503,false,26,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1327,12,4430006,29,2025-03-22,2025-03-22 20:59:00,6,20,5,3,2025,202503,true,29,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1328,12,4430006,29,2025-03-28,2025-03-28 20:03:00,5,20,5,3,2025,202503,false,67,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1329,12,4430006,29,2025-04-04,2025-04-04 19:28:00,5,19,4,4,2025,202504,false,65,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1330,12,4430006,29,2025-04-04,2025-04-04 20:28:00,5,20,5,4,2025,202504,false,14,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1331,12,4430006,29,2025-04-05,2025-04-05 20:23:00,6,20,5,4,2025,202504,true,41,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1332,12,4430006,29,2025-04-12,2025-04-12 20:08:00,6,20,5,4,2025,202504,true,67,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1333,12,4430006,29,2025-04-18,2025-04-18 20:12:00,5,20,5,4,2025,202504,true,52,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
